quote_date,region,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge,regionDesc,country,mergeregion
201909,8,610231,153,192,139,105,380,01/09/2019,01/09/2019,127702,2019,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201701,8,610231,163.6786,220,158,138,348,01/01/2017,01/01/2017,115625,2017,1,1,matched (3),Yorkshire & Humber,England,matched (3)
200911,8,610231,106.9358,136.5,107.875,84.505,262,01/11/2009,01/11/2009,104223,2009,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201411,8,610231,145.825,169.5,150.5,119,322,01/11/2014,01/11/2014,111793,2014,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201710,8,610231,158.595,210,148.975,114,357,01/10/2017,01/10/2017,116488,2017,10,4,matched (3),Yorkshire & Humber,England,matched (3)
202005,8,610231,196,240,200,168,388,01/05/2020,01/05/2020,85259,2020,5,2,matched (3),Yorkshire & Humber,England,matched (3)
200705,8,610231,100.5362,129.99,94,82.25,232,01/05/2007,01/05/2007,102992,2007,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201905,8,610231,156.795,210,139.975,138,376,01/05/2019,01/05/2019,128682,2019,5,2,matched (3),Yorkshire & Humber,England,matched (3)
200411,8,610231,77.88,88.13,82.25,63.45,202,01/11/2004,01/11/2004,106502,2004,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201311,8,610231,128.3545,144,125,115,310,01/11/2013,01/11/2013,111887,2013,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201811,8,610231,150.7722,179,138,114,370,01/11/2018,01/11/2018,123289,2018,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201303,8,610231,125.4417,139.5,126.2,105,302,01/03/2013,01/03/2013,112073,2013,3,1,matched (3),Yorkshire & Humber,England,matched (3)
201809,8,610231,152.3687,209.5,138.975,93,368,01/09/2018,01/09/2018,124265,2018,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201803,8,610231,154.1056,210,138,114,362,01/03/2018,01/03/2018,125211,2018,3,1,matched (3),Yorkshire & Humber,England,matched (3)
200502,8,610231,80.77444,94,81.67,58.75,205,01/02/2005,01/02/2005,108851,2005,2,1,matched (3),Yorkshire & Humber,England,matched (3)
200808,8,610231,112.7461,140,110.15,90,247,01/08/2008,01/08/2008,102314,2008,8,3,matched (3),Yorkshire & Humber,England,matched (3)
201606,8,610231,159.612,220,149,129.95,341,01/06/2016,01/06/2016,114788,2016,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201207,8,610231,126.1738,144,120,100,294,01/07/2012,01/07/2012,112979,2012,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201211,8,610231,122.8932,144,120,100,298,01/11/2012,01/11/2012,112322,2012,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201808,8,610231,146.55,179,138,100,367,01/08/2018,01/08/2018,124079,2018,8,3,matched (3),Yorkshire & Humber,England,matched (3)
201401,8,610231,129.6045,152.75,129.95,115,312,01/01/2014,01/01/2014,113219,2014,1,1,matched (3),Yorkshire & Humber,England,matched (3)
201201,8,610231,138.3825,175,127.475,112.5,288,01/01/2012,01/01/2012,112915,2012,1,1,matched (3),Yorkshire & Humber,England,matched (3)
201109,8,610231,131.7929,160,130,105,284,01/09/2011,01/09/2011,112468,2011,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201912,8,610231,155.1429,240,140,72,383,01/12/2019,01/12/2019,127767,2019,12,4,matched (3),Yorkshire & Humber,England,matched (3)
200812,8,610231,122.2525,145.5,112.725,100.825,251,01/12/2008,01/12/2008,101854,2008,12,4,matched (3),Yorkshire & Humber,England,matched (3)
200609,8,610231,95.8185,121.1,93.35,76.375,224,01/09/2006,01/09/2006,105598,2006,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201001,8,610231,109.4845,142.5,108.8,84.655,264,01/01/2010,01/01/2010,101545,2010,1,1,matched (3),Yorkshire & Humber,England,matched (3)
200803,8,610231,107.7909,132.98,102.81,79.31,242,01/03/2008,01/03/2008,105118,2008,3,1,matched (3),Yorkshire & Humber,England,matched (3)
200701,8,610231,102.7474,129.99,99.95,82.25,228,01/01/2007,01/01/2007,94734,2007,1,1,matched (3),Yorkshire & Humber,England,matched (3)
201004,8,610231,118.6236,154.95,116.25,90,267,01/04/2010,01/04/2010,104566,2010,4,2,matched (3),Yorkshire & Humber,England,matched (3)
202101,8,610231,229.5,275,220,184,396,01/01/2021,01/01/2021,94079,2021,1,1,matched (3),Yorkshire & Humber,England,matched (3)
202204,8,610231,162.0833,200,174,112.5,411,01/04/2022,01/04/2022,127157,2022,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200711,8,610231,102.3316,120,94,70.5,238,01/11/2007,01/11/2007,107436,2007,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201202,8,610231,137.7184,175,125,110,289,01/02/2012,01/02/2012,109908,2012,2,1,matched (3),Yorkshire & Humber,England,matched (3)
201006,8,610231,123.0557,154.95,117.5,95,269,01/06/2010,01/06/2010,106532,2010,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201212,8,610231,124.3477,144,120.5,100,299,01/12/2012,01/12/2012,112522,2012,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201702,8,610231,148.8611,179,139.95,114,349,01/02/2017,01/02/2017,114063,2017,2,1,matched (3),Yorkshire & Humber,England,matched (3)
202010,8,610231,172.2857,240,168,82,393,01/10/2020,01/10/2020,116826,2020,10,4,matched (3),Yorkshire & Humber,England,matched (3)
202011,8,610231,151,200,156,82,394,01/11/2020,01/11/2020,82553,2020,11,4,matched (3),Yorkshire & Humber,England,matched (3)
202009,8,610231,172.2857,240,168,82,392,01/09/2020,01/09/2020,116062,2020,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201208,8,610231,126.1738,144,120,100,295,01/08/2012,01/08/2012,113779,2012,8,3,matched (3),Yorkshire & Humber,England,matched (3)
202205,8,610231,166.0143,200,180,112.5,412,01/05/2022,01/05/2022,127155,2022,5,2,matched (3),Yorkshire & Humber,England,matched (3)
200412,8,610231,77.88,88.13,82.25,63.45,203,01/12/2004,01/12/2004,106782,2004,12,4,matched (3),Yorkshire & Humber,England,matched (3)
202112,8,610231,159,180,159,144,407,01/12/2021,01/12/2021,123086,2021,12,4,matched (3),Yorkshire & Humber,England,matched (3)
200801,8,610231,105.9773,129.99,101.38,79.31,240,01/01/2008,01/01/2008,102691,2008,1,1,matched (3),Yorkshire & Humber,England,matched (3)
201405,8,610231,150.7182,179,145,120,316,01/05/2014,01/05/2014,111915,2014,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201902,8,610231,156.795,210,139.975,138,373,01/02/2019,01/02/2019,124018,2019,2,1,matched (3),Yorkshire & Humber,England,matched (3)
200608,8,610231,95.63526,120,89.99,70.5,223,01/08/2006,01/08/2006,105147,2006,8,3,matched (3),Yorkshire & Humber,England,matched (3)
201510,8,610231,142.1727,158.95,140,120,333,01/10/2015,01/10/2015,114195,2015,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201010,8,610231,121.8481,152.75,117.5,95,273,01/10/2010,01/10/2010,109466,2010,10,4,matched (3),Yorkshire & Humber,England,matched (3)
200903,8,610231,101.9527,118,105.575,79.31,254,01/03/2009,01/03/2009,97144,2009,3,1,matched (3),Yorkshire & Humber,England,matched (3)
200806,8,610231,111.9787,140,110.15,90,245,01/06/2008,01/06/2008,101446,2008,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201607,8,610231,159.612,220,149,129.95,342,01/07/2016,01/07/2016,115033,2016,7,3,matched (3),Yorkshire & Humber,England,matched (3)
200805,8,610231,111.5665,140,110.15,90,244,01/05/2008,01/05/2008,100583,2008,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201011,8,610231,121.8481,152.75,117.5,95,274,01/11/2010,01/11/2010,109784,2010,11,4,matched (3),Yorkshire & Humber,England,matched (3)
202105,8,610231,183.4286,240,168,144,400,01/05/2021,01/05/2021,95210,2021,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201609,8,610231,161.92,220,158,138,344,01/09/2016,01/09/2016,114318,2016,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201712,8,610231,161.595,210,148.975,114,359,01/12/2017,01/12/2017,117146,2017,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201611,8,610231,172.2144,220,175,139.95,346,01/11/2016,01/11/2016,114503,2016,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201512,8,610231,143.7182,158.95,140,120,335,01/12/2015,01/12/2015,114817,2015,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201805,8,610231,144.195,179,138,85,364,01/05/2018,01/05/2018,126941,2018,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201503,8,610231,143.825,168.975,141.5,119.5,326,01/03/2015,01/03/2015,113759,2015,3,1,matched (3),Yorkshire & Humber,England,matched (3)
200804,8,610231,108.11,132.98,109,79.31,243,01/04/2008,01/04/2008,99887,2008,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200708,8,610231,102.7152,129.99,94,86.3,235,01/08/2007,01/08/2007,103198,2007,8,3,matched (3),Yorkshire & Humber,England,matched (3)
201812,8,610231,161.3687,209.5,138.975,126,371,01/12/2018,01/12/2018,125381,2018,12,4,matched (3),Yorkshire & Humber,England,matched (3)
200706,8,610231,103.169,129.995,94.735,84.275,233,01/06/2007,01/06/2007,104456,2007,6,2,matched (3),Yorkshire & Humber,England,matched (3)
200405,8,610231,78.96667,94,82.26,70.5,196,01/05/2004,01/05/2004,107319,2004,5,2,matched (3),Yorkshire & Humber,England,matched (3)
200603,8,610231,90.83176,110,89.99,70.5,218,01/03/2006,01/03/2006,103882,2006,3,1,matched (3),Yorkshire & Humber,England,matched (3)
201206,8,610231,126.6976,144,120,100,293,01/06/2012,01/06/2012,113464,2012,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201507,8,610231,148.2417,177,145.5,124.975,330,01/07/2015,01/07/2015,114886,2015,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201107,8,610231,129.5743,160,125,100,282,01/07/2011,01/07/2011,110938,2011,7,3,matched (3),Yorkshire & Humber,England,matched (3)
200702,8,610231,97.41631,122.2,93.88,70.5,229,01/02/2007,01/02/2007,94993,2007,2,1,matched (3),Yorkshire & Humber,England,matched (3)
200611,8,610231,98.5705,126.095,94.97,76.375,226,01/11/2006,01/11/2006,107067,2006,11,4,matched (3),Yorkshire & Humber,England,matched (3)
200809,8,610231,114.0504,150,110.15,90,248,01/09/2008,01/09/2008,102828,2008,9,3,matched (3),Yorkshire & Humber,England,matched (3)
200712,8,610231,103.5658,120,99.95,70.5,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201610,8,610231,172.2144,220,175,139.95,345,01/10/2016,01/10/2016,114629,2016,10,4,matched (3),Yorkshire & Humber,England,matched (3)
200710,8,610231,104.9333,129.99,95.47,89.3,237,01/10/2007,01/10/2007,105114,2007,10,4,matched (3),Yorkshire & Humber,England,matched (3)
200402,8,610231,80.21733,94,82.25,70.5,193,01/02/2004,01/02/2004,103439,2004,2,1,matched (3),Yorkshire & Humber,England,matched (3)
201807,8,610231,146.55,179,138,100,366,01/07/2018,01/07/2018,124520,2018,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201906,8,610231,156.795,210,139.975,138,377,01/06/2019,01/06/2019,129075,2019,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201612,8,610231,165.2437,199.5,166.5,138.975,347,01/12/2016,01/12/2016,115774,2016,12,4,matched (3),Yorkshire & Humber,England,matched (3)
202209,8,610231,173.4286,228,180,126,416,01/09/2022,01/09/2022,125502,2022,9,3,matched (3),Yorkshire & Humber,England,matched (3)
200403,8,610231,81.58466,94,82.26,70.5,194,01/03/2004,01/03/2004,105011,2004,3,1,matched (3),Yorkshire & Humber,England,matched (3)
200704,8,610231,100.1648,122.2,94,82.25,231,01/04/2007,01/04/2007,101168,2007,4,2,matched (3),Yorkshire & Humber,England,matched (3)
201012,8,610231,122.8357,152.75,117.5,95,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201412,8,610231,145.825,169.5,150.5,119,323,01/12/2014,01/12/2014,111959,2014,12,4,matched (3),Yorkshire & Humber,England,matched (3)
201806,8,610231,145.695,179,138,100,365,01/06/2018,01/06/2018,126695,2018,6,2,matched (3),Yorkshire & Humber,England,matched (3)
200512,8,610231,86.36353,100.93,89.95,60,215,01/12/2005,01/12/2005,109077,2005,12,4,matched (3),Yorkshire & Humber,England,matched (3)
200505,8,610231,80.77444,94,81.67,58.75,208,01/05/2005,01/05/2005,111815,2005,5,2,matched (3),Yorkshire & Humber,England,matched (3)
202208,8,610231,167.9333,200,184.8,126,415,01/08/2022,01/08/2022,125392,2022,8,3,matched (3),Yorkshire & Humber,England,matched (3)
200604,8,610231,89.86611,110,89.97,70.5,219,01/04/2006,01/04/2006,107567,2006,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200607,8,610231,92.81052,115.15,89.99,70.5,222,01/07/2006,01/07/2006,107021,2006,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201108,8,610231,127.9386,158.95,122.5,100,283,01/08/2011,01/08/2011,111624,2011,8,3,matched (3),Yorkshire & Humber,England,matched (3)
202207,8,610231,160.9,200,180,112.5,414,01/07/2022,01/07/2022,127040,2022,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201903,8,610231,156.795,210,139.975,138,374,01/03/2019,01/03/2019,127885,2019,3,1,matched (3),Yorkshire & Humber,England,matched (3)
201801,8,610231,158.595,210,148.975,114,360,01/01/2018,01/01/2018,116458,2018,1,1,matched (3),Yorkshire & Humber,England,matched (3)
200605,8,610231,90.83,111.04,89.99,70.5,220,01/05/2006,01/05/2006,109228,2006,5,2,matched (3),Yorkshire & Humber,England,matched (3)
202206,8,610231,165.6833,200,184.8,112.5,413,01/06/2022,01/06/2022,127526,2022,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201210,8,610231,123.6205,144,120,100,297,01/10/2012,01/10/2012,113193,2012,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201602,8,610231,173.015,223.99,168.5,133.975,337,01/02/2016,01/02/2016,111438,2016,2,1,matched (3),Yorkshire & Humber,England,matched (3)
201005,8,610231,116.896,147.975,112.5,91.985,268,01/05/2010,01/05/2010,105655,2010,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201709,8,610231,166.7722,210,158,138,356,01/09/2017,01/09/2017,117013,2017,9,3,matched (3),Yorkshire & Humber,England,matched (3)
200909,8,610231,103.0523,129,105.575,79.31,260,01/09/2009,01/09/2009,102020,2009,9,3,matched (3),Yorkshire & Humber,England,matched (3)
200404,8,610231,80.41267,94,82.26,70.5,195,01/04/2004,01/04/2004,105509,2004,4,2,matched (3),Yorkshire & Humber,England,matched (3)
201302,8,610231,125.6867,150,127.4,110,301,01/02/2013,01/02/2013,108915,2013,2,1,matched (3),Yorkshire & Humber,England,matched (3)
201911,8,610231,153,192,139,105,382,01/11/2019,01/11/2019,127910,2019,11,4,matched (3),Yorkshire & Humber,England,matched (3)
200501,8,610231,79.12882,89.95,82.25,60,204,01/01/2005,01/01/2005,103613,2005,1,1,matched (3),Yorkshire & Humber,England,matched (3)
200511,8,610231,85.69369,101.72,89.95,58.75,214,01/11/2005,01/11/2005,104534,2005,11,4,matched (3),Yorkshire & Humber,England,matched (3)
201605,8,610231,159.612,220,149,129.95,340,01/05/2016,01/05/2016,116741,2016,5,2,matched (3),Yorkshire & Humber,England,matched (3)
201110,8,610231,131.7929,160,130,105,285,01/10/2011,01/10/2011,112689,2011,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201111,8,610231,136.8825,160,135.5,112.5,286,01/11/2011,01/11/2011,112558,2011,11,4,matched (3),Yorkshire & Humber,England,matched (3)
202008,8,610231,177,240,184,82,391,01/08/2020,01/08/2020,112987,2020,8,3,matched (3),Yorkshire & Humber,England,matched (3)
202001,8,610231,157.1429,240,138,72,384,01/01/2020,01/01/2020,127661,2020,1,1,matched (3),Yorkshire & Humber,England,matched (3)
202106,8,610231,184.8571,240,168,150,401,01/06/2021,01/06/2021,109408,2021,6,2,matched (3),Yorkshire & Humber,England,matched (3)
201309,8,610231,125.7182,144,125,100,308,01/09/2013,01/09/2013,111942,2013,9,3,matched (3),Yorkshire & Humber,England,matched (3)
200810,8,610231,117.7648,150,110.45,94,249,01/10/2008,01/10/2008,103994,2008,10,4,matched (3),Yorkshire & Humber,England,matched (3)
202002,8,610231,153.75,204,144,81,385,01/02/2020,01/02/2020,126570,2020,2,1,matched (3),Yorkshire & Humber,England,matched (3)
202108,8,610231,161.3333,200,159,138,403,01/08/2021,01/08/2021,123477,2021,8,3,matched (3),Yorkshire & Humber,England,matched (3)
201310,8,610231,127.9,144,125,115,309,01/10/2013,01/10/2013,112357,2013,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201910,8,610231,153,192,139,105,381,01/10/2019,01/10/2019,127514,2019,10,4,matched (3),Yorkshire & Humber,England,matched (3)
202003,8,610231,156,240,150,72,386,01/03/2020,01/03/2020,118933,2020,3,1,matched (3),Yorkshire & Humber,England,matched (3)
201804,8,610231,158.595,210,138.975,114,363,01/04/2018,01/04/2018,126219,2018,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200807,8,610231,112.7461,140,110.15,90,246,01/07/2008,01/07/2008,102214,2008,7,3,matched (3),Yorkshire & Humber,England,matched (3)
201007,8,610231,122.9055,154.95,117.5,95,270,01/07/2010,01/07/2010,107229,2010,7,3,matched (3),Yorkshire & Humber,England,matched (3)
202007,8,610231,170,240,168,72,390,01/07/2020,01/07/2020,102371,2020,7,3,matched (3),Yorkshire & Humber,England,matched (3)
202210,8,610231,174.3333,228,190,126,417,01/10/2022,01/10/2022,125741,2022,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201509,8,610231,145.3545,175,145,120,332,01/09/2015,01/09/2015,115298,2015,9,3,matched (3),Yorkshire & Humber,England,matched (3)
201402,8,610231,138.2409,152.75,130,118,313,01/02/2014,01/02/2014,108434,2014,2,1,matched (3),Yorkshire & Humber,England,matched (3)
200504,8,610231,79.36632,94,85,58.75,207,01/04/2005,01/04/2005,112133,2005,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200707,8,610231,103.809,129.995,94.735,84.275,234,01/07/2007,01/07/2007,103584,2007,7,3,matched (3),Yorkshire & Humber,England,matched (3)
200904,8,610231,104.0648,120,107.65,89.7,255,01/04/2009,01/04/2009,99211,2009,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200902,8,610231,103.8257,118,107.65,89.7,253,01/02/2009,01/02/2009,91764,2009,2,1,matched (3),Yorkshire & Humber,England,matched (3)
200407,8,610231,78.73647,88.13,82.25,70.5,198,01/07/2004,01/07/2004,106865,2004,7,3,matched (3),Yorkshire & Humber,England,matched (3)
200802,8,610231,107.5,132.98,102.81,79.31,241,01/02/2008,01/02/2008,100511,2008,2,1,matched (3),Yorkshire & Humber,England,matched (3)
201504,8,610231,143.825,168.975,141.5,119.5,327,01/04/2015,01/04/2015,115935,2015,4,2,matched (3),Yorkshire & Humber,England,matched (3)
200610,8,610231,94.49889,120,89.06,70.5,225,01/10/2006,01/10/2006,106345,2006,10,4,matched (3),Yorkshire & Humber,England,matched (3)
201501,8,610231,146.1583,169.5,150.5,119.5,324,01/01/2015,01/01/2015,112492,2015,1,1,matched (3),Yorkshire & Humber,England,matched (3)
201603,8,610231,159.612,220,149,129.95,338,01/03/2016,01/03/2016,114522,2016,3,1,matched (3),Yorkshire & Humber,England,matched (3)
201305,9,610231,122.8744,140,135,102,304,01/05/2013,01/05/2013,112460,2013,5,2,matched (3),North West,England,matched (3)
202112,9,610231,167.419,200,153.5,144,407,01/12/2021,01/12/2021,123086,2021,12,4,matched (3),North West,England,matched (3)
201901,9,610231,192.515,292.06,171,123,372,01/01/2019,01/01/2019,125531,2019,1,1,matched (3),North West,England,matched (3)
201707,9,610231,192.4909,280,169,144,354,01/07/2017,01/07/2017,117692,2017,7,3,matched (3),North West,England,matched (3)
201309,9,610231,114.0071,135,105.6,90,308,01/09/2013,01/09/2013,111942,2013,9,3,matched (3),North West,England,matched (3)
202108,9,610231,159.1433,198,160,132.5,403,01/08/2021,01/08/2021,123477,2021,8,3,matched (3),North West,England,matched (3)
201409,9,610231,130.7337,136.41,126,112.8,320,01/09/2014,01/09/2014,111704,2014,9,3,matched (3),North West,England,matched (3)
200710,9,610231,86.09824,104.58,90,63.45,237,01/10/2007,01/10/2007,105114,2007,10,4,matched (3),North West,England,matched (3)
201411,9,610231,132.2672,137.82,132,105.6,322,01/11/2014,01/11/2014,111793,2014,11,4,matched (3),North West,England,matched (3)
201101,9,610231,124.6,150,120,105.75,276,01/01/2011,01/01/2011,107592,2011,1,1,matched (3),North West,England,matched (3)
200406,9,610231,72.05334,88.13,70.5,52.88,197,01/06/2004,01/06/2004,107774,2004,6,2,matched (3),North West,England,matched (3)
201008,9,610231,119.342,141,124.95,90,271,01/08/2010,01/08/2010,108091,2010,8,3,matched (3),North West,England,matched (3)
202009,9,610231,156.9167,168,152.5,138,392,01/09/2020,01/09/2020,116062,2020,9,3,matched (3),North West,England,matched (3)
201708,9,610231,197.24,280,180.5,144,355,01/08/2017,01/08/2017,117018,2017,8,3,matched (3),North West,England,matched (3)
200509,9,610231,80.45454,99.85,74.48,52.88,212,01/09/2005,01/09/2005,111426,2005,9,3,matched (3),North West,England,matched (3)
201909,9,610231,163.6767,189,142,129,380,01/09/2019,01/09/2019,127702,2019,9,3,matched (3),North West,England,matched (3)
202107,9,610231,158.7863,198.995,149,130.75,402,01/07/2021,01/07/2021,122056,2021,7,3,matched (3),North West,England,matched (3)
201207,9,610231,119.1228,141.6,103.8,95,294,01/07/2012,01/07/2012,112979,2012,7,3,matched (3),North West,England,matched (3)
201104,9,610231,111.2947,132.72,105.6,90,279,01/04/2011,01/04/2011,110135,2011,4,2,matched (3),North West,England,matched (3)
202011,9,610231,151.5,190,138,132.5,394,01/11/2020,01/11/2020,82553,2020,11,4,matched (3),North West,England,matched (3)
202201,9,610231,167.619,200,154.5,144,408,01/01/2022,01/01/2022,123655,2022,1,1,matched (3),North West,England,matched (3)
200608,9,610231,83.644,105.165,85.95,59.61,223,01/08/2006,01/08/2006,105147,2006,8,3,matched (3),North West,England,matched (3)
201205,9,610231,118.3795,141.6,105.6,95,292,01/05/2012,01/05/2012,112977,2012,5,2,matched (3),North West,England,matched (3)
201912,9,610231,160.7778,180,144,135,383,01/12/2019,01/12/2019,127767,2019,12,4,matched (3),North West,England,matched (3)
201711,9,610231,186.3667,242,180.5,138,358,01/11/2017,01/11/2017,116285,2017,11,4,matched (3),North West,England,matched (3)
200604,9,610231,79.54895,105.75,73.46,52.88,219,01/04/2006,01/04/2006,107567,2006,4,2,matched (3),North West,England,matched (3)
201407,9,610231,133.7633,145,135,120,318,01/07/2014,01/07/2014,110263,2014,7,3,matched (3),North West,England,matched (3)
201312,9,610231,127.9814,137.82,120,102,311,01/12/2013,01/12/2013,112786,2013,12,4,matched (3),North West,England,matched (3)
201010,9,610231,124.3353,150,120,105.75,273,01/10/2010,01/10/2010,109466,2010,10,4,matched (3),North West,England,matched (3)
201810,9,610231,187.51,241.5,179.5,138,369,01/10/2018,01/10/2018,124191,2018,10,4,matched (3),North West,England,matched (3)
200803,9,610231,97.48167,130,95.32,67.68,242,01/03/2008,01/03/2008,105118,2008,3,1,matched (3),North West,England,matched (3)
200909,9,610231,115.1835,138,126.5,92,260,01/09/2009,01/09/2009,102020,2009,9,3,matched (3),North West,England,matched (3)
201203,9,610231,123.6381,140.8,117.96,95.5,290,01/03/2012,01/03/2012,112591,2012,3,1,matched (3),North West,England,matched (3)
201209,9,610231,119.1228,141.6,103.8,95,296,01/09/2012,01/09/2012,113529,2012,9,3,matched (3),North West,England,matched (3)
200712,9,610231,83.36875,105.165,72.75,60.845,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),North West,England,matched (3)
202110,9,610231,178.7143,222.5,162,144,405,01/10/2021,01/10/2021,123103,2021,10,4,matched (3),North West,England,matched (3)
201303,9,610231,115.8973,140,105.6,84,302,01/03/2013,01/03/2013,112073,2013,3,1,matched (3),North West,England,matched (3)
200505,9,610231,77.51524,100,70.5,52.88,208,01/05/2005,01/05/2005,111815,2005,5,2,matched (3),North West,England,matched (3)
200908,9,610231,115.5067,149.5,126.5,69,259,01/08/2009,01/08/2009,101010,2009,8,3,matched (3),North West,England,matched (3)
201610,9,610231,159.875,165.5,144,130,345,01/10/2016,01/10/2016,114629,2016,10,4,matched (3),North West,England,matched (3)
201012,9,610231,118.3087,135.5,118.75,97.875,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),North West,England,matched (3)
200511,9,610231,80.41956,100,73.46,52.88,214,01/11/2005,01/11/2005,104534,2005,11,4,matched (3),North West,England,matched (3)
202209,9,610231,188.0222,218,156,150,416,01/09/2022,01/09/2022,125502,2022,9,3,matched (3),North West,England,matched (3)
200904,9,610231,114.8567,147.29,126.5,69,255,01/04/2009,01/04/2009,99211,2009,4,2,matched (3),North West,England,matched (3)
200606,9,610231,79.425,105.165,68.455,55.815,221,01/06/2006,01/06/2006,110194,2006,6,2,matched (3),North West,England,matched (3)
202207,9,610231,189.1111,250,150,144,414,01/07/2022,01/07/2022,127040,2022,7,3,matched (3),North West,England,matched (3)
201609,9,610231,165.125,186.5,144,130,344,01/09/2016,01/09/2016,114318,2016,9,3,matched (3),North West,England,matched (3)
201705,9,610231,194.84,280,177,144,352,01/05/2017,01/05/2017,117233,2017,5,2,matched (3),North West,England,matched (3)
201704,9,610231,171.5833,198,161,138,351,01/04/2017,01/04/2017,116889,2017,4,2,matched (3),North West,England,matched (3)
201907,9,610231,168.9267,198,156.5,130.5,378,01/07/2019,01/07/2019,128486,2019,7,3,matched (3),North West,England,matched (3)
202001,9,610231,185.79,198,144,138,384,01/01/2020,01/01/2020,127661,2020,1,1,matched (3),North West,England,matched (3)
202208,9,610231,183.5,214.5,150,144,415,01/08/2022,01/08/2022,125392,2022,8,3,matched (3),North West,England,matched (3)
200502,9,610231,74.38667,88.13,69.95,52.88,205,01/02/2005,01/02/2005,108851,2005,2,1,matched (3),North West,England,matched (3)
201906,9,610231,167.1018,198,144,120,377,01/06/2019,01/06/2019,129075,2019,6,2,matched (3),North West,England,matched (3)
201506,9,610231,125.1467,142.93,129,90,329,01/06/2015,01/06/2015,116584,2015,6,2,matched (3),North West,England,matched (3)
200903,9,610231,108.0919,142.645,115,68.265,254,01/03/2009,01/03/2009,97144,2009,3,1,matched (3),North West,England,matched (3)
201902,9,610231,169.1245,198,144,114,373,01/02/2019,01/02/2019,124018,2019,2,1,matched (3),North West,England,matched (3)
200804,9,610231,96.54647,129.25,96.64,70.5,243,01/04/2008,01/04/2008,99887,2008,4,2,matched (3),North West,England,matched (3)
201905,9,610231,166.1767,198,162,117,376,01/05/2019,01/05/2019,128682,2019,5,2,matched (3),North West,England,matched (3)
201208,9,610231,121.4829,141.6,105.6,95,295,01/08/2012,01/08/2012,113779,2012,8,3,matched (3),North West,England,matched (3)
200404,9,610231,72.05334,88.13,70.5,52.88,195,01/04/2004,01/04/2004,105509,2004,4,2,matched (3),North West,England,matched (3)
200805,9,610231,96.98688,123.75,95.82,70.5,244,01/05/2008,01/05/2008,100583,2008,5,2,matched (3),North West,England,matched (3)
200605,9,610231,79.425,105.165,68.455,55.815,220,01/05/2006,01/05/2006,109228,2006,5,2,matched (3),North West,England,matched (3)
201910,9,610231,166.3745,198,144,129,381,01/10/2019,01/10/2019,127514,2019,10,4,matched (3),North West,England,matched (3)
